Store,Latitude,Longitude,Address,CreatedAt,Text,Senti,Rating,Source
Dallas9,33.009892,-96.709061,"701 N Central Expy Plano, TX 75075 ",7/8/2015,"I love AT&T coverage in Dallas.  It is awesome.  Going in the stores isn't always great and I think their website is not the greatest, but not dropping phones calls and have quick reliable data washed over most other issues for me, so I am a fan of AT&T.",,4,Yelp
Dallas9,33.009892,-96.709061,"701 N Central Expy Plano, TX 75075 ",10/12/2016,"Came in to buy a new phone and iPad for my mother. Waited more than 30 minutes with 5 employees on the floor who were not waiting on customers but visiting with each other. We asked repeatedly for help and they stopped their conversation long enough to say ""just wait.""",,1,Yelp
Dallas9,33.009892,-96.709061,"701 N Central Expy Plano, TX 75075 ",1/6/2016,"Recently my wife and I stopped into our neighborhood AT&T store at 811 N Central ExpresswayPlano TX 75057. She had a gift card and wanted to use it to purchase the new iPhone and renew her contract. The first sign of trouble showed itself when the greeter opened the door for us. As she was not dressed for inclement weather and it was surprisingly cold outside, I commented, ""You kinda got the crummy job tonight!"" in a jovial tone, whereupon she looked at me with disdain and sneered, ""I'm just opening the door for you"".Okay... odd, but likely being in the cold wasn't leaving her in a great mood. I dismissed it and we moved to the cheerful router, who sent us to meet our specialist for the evening, Tennyson.Once we were seated I sat quietly while my wife began explaining what she was after, and while the agent's answers were curt, they weren't rude up until the point where my wife indicated 'she will be upgrading too'.This stopped the process dead in its tracks as Tennyson made it a point to stop what he was doing and look up, then around. ""She? Who you talkin about? Is there another woman here? You said she, it confused me.""There were three of us at the table. No mistaking his 'confusion'.I'm a transsexual. So is my wife. And snide little asides like this are not something that I pay for when seeking services. When the agent went out of his way to insure that he had made his feelings about me abundantly clear, I chuckled. It isn't the first time I have ever run into a bigot, nor do I suspect it will be my last. But it is the first time I have encountered one in an AT&T store. He went to the back, collecting a few more of the black polo-shirted agents as well, glancing over his shoulder at us and snickering.I convinced my wife that our money would be best spent elsewhere. She made an excuse about not having the pin for the card on her person when he finally returned and we left, though in truth I would have been far more content to just walk out. The longer I thought about his pointed insult the more irritated that I became.I work as a manager, and I have to answer to my customers for the actions of my employees. Transphobic behavior such as this is intolerable in the 21st century, yet there it was, and I suspect will remain. I expect a degree of professionalism out of AT&T, and their representatives. If I want to be insulted by a frat boy for not adhering to his personal standards of feminine beauty then I will go to a fraternity party, not an AT&T store. We did buy a new phone, from another location where we were treated with respect and dignity. And quite frankly, we won't be returning to the AT&T store at Colin Creek, because if that is who they employ then they clearly do not need our business. Nor anyone that of anyone else who will listen to us. I'll be reposting this to Yelp and Google as well, and I will cheerfully tell anyone else who will listen to avoid this location.We will remain with AT&T because we have contracts. But this location is dead to us- I thought you might want to know why.",,1,Yelp
Dallas9,33.009892,-96.709061,"701 N Central Expy Plano, TX 75075 ","1/5/2016
            
                
    
        
    

                Updated review",Update: I didn't end up calling the store where I bought iPad mini from because I do not want to deal with them at all. I do not believe they will be helpful or honest.  So I called att customer service again and was told they couldn't do anything about my iPad mini contract unless I wanted to pay for early termination fee of $146. They did offer to ameliorate the situation by increasing my phone data by 1 GB and reducing the payment by $10. So essentially I would be paying the same amount per month as if I didn't have the iPad mini plan. Plus 1 extra GB. that does make me feel somewhat better. I just wish I didn't have to go thru this in the first place. And I am strongly considering switching to T-Mobile for my cell phone because of my bad experience at this store. MOST IMPORTANTLY:  ALAEDIN BASHITI was the sales rep in the AT&T store that caused all this grief for me.,,1,Yelp
Dallas9,33.009892,-96.709061,"701 N Central Expy Plano, TX 75075 ",11/19/2014,Braving bad juju vibes with a 1-star to save other Yelpers from hell. Props to Fernando for taking ownership for correcting a wait list situation. Not sure why the blonde manager failed to step in as she was well aware of the situation. Disorganized and meh service at this location. Save yourself the headache by going to the one off Tollway and Beltline.Credentials: 20 years in service industry,,1,Yelp
Dallas9,33.009892,-96.709061,"701 N Central Expy Plano, TX 75075 ",8/19/2014,You know what???because of your service and rudeness I moving to t mobile. lost my ID and my phone during vacation. Got my new replacement phone. Went to This Att for a SIM card and got denied like mofo!! Sir we need you ID....??????? Went to difference location got my sim with the same info I have with no ID. GOT IT!!The store manager don't deserve bonus! You apple store wanna be mofos! Still moving t mobile!! Contract over in oct Fuqing biaccchhhh!!,,1,Yelp
Dallas9,33.009892,-96.709061,"701 N Central Expy Plano, TX 75075 ",10/26/2014,"I just had a great experience switching to AT&T from Verizon. The salesman, Lucas, wrote down the quote in easy to understand format. No high pressure sales but he made recommendations based on usage. I got a great plan that was $30 cheaper than I'd been paying and a new phone for my daughter! Ask for Lucas, and he will help you.",,4,Yelp
Dallas9,33.009892,-96.709061,"701 N Central Expy Plano, TX 75075 ",5/7/2013,"I get it; wireless reps work for sales commissions.  All sales reps work for the commission.  What separates a real sales rep from some slick chump are the ones who don't overlook the customer walking in the door looking for quick changes that wouldn't waste more than 5 minutes of the shoulder slung fanny-packed ipad fumbling.  Although the girl who opened the door and welcomed me was friendly; after taking my name and asking what my issue was, I was promptly forgotten for those customers looking to upgrade or buy new phones.  So like a kid in a candy store, I began to fidget with the widgets and touch every phone and demo item in the store. 5 minutes go by, three employees come back for lunch. 10 minutes go by, 2 more come back for lunch, 15 minutes go by and a chewing gym smacking rep nods at me and proceeds to text, who I'd assume is his buddy or girlfriend while leaning on the counter.  So much for the service portion, amIright?  Anyways, here's something to save you 15 minutes of your life: 1800-331-0500 then repeatedly hit 0.  That's the number for AT&T phone customer care, they're open on weekends. It'll get you faster and more courteous service.  I know this because I called this number while standing in store waiting.Or you could head to the local Blue Big Box with the Yellow Tag store slightly north of this place for more friendly, helpful, and less commission hungry service.",,1,Yelp
Dallas9,33.009892,-96.709061,"701 N Central Expy Plano, TX 75075 ",1/25/2014,"I walked in and waited 5 minutes while three different representatives ignored me and helped new entrants to the store. When I did find somebody to assist me she was rude and acted like she was too busy to care. Then I asked if they could solve my problem and she said 'this is not a service center.' I did not know where I was supposed to go but she could have simply said no instead of assuming that I knew where to go and with a rude tone at that. Next she tried to explain to me where the service center was without telling me the phone number, address, or even website once again assuming I knew everything. AWFUL customer service and I would rate 1/2 star if possible.",,1,Yelp
Dallas9,33.009892,-96.709061,"701 N Central Expy Plano, TX 75075 ",5/25/2014,"Very nice location, front door person open door for you and greet/guide you to your needs. I haven't been here but upon inquiry they had recently remodel and it's more apple store style. My issues were promptly taken cared of in a speedy fashion.  Note to people, customer service will always decrease if they are busy, and corporate policy is different from customer service ability.",,5,Yelp
